Realization,Block,Event,Allisonia,Belva,Bluestone,GlenLyn,Hilldale,Marmet,Pipestem,Queen Shoals,Radford,Summersville,Sutton,Thurmund,Tornado,Winfield
1,1,1,3928.469979,14854.88542,74799.39,77685.73498,1455.233275,71573.9,450.7823767,6993.291422,4735,1091.383961,1762.83,61447.36925,249.9347987,72569.90447
1,1,2,31524.02074,15619.63076,75991.38,78170.71245,13703.11025,72925.9,4930.881591,7170.652398,32798.89,22776.94156,10705.43,62607.08796,7747.96624,75138.85938
1,1,3,6881.682265,14852.6223,75803.1,78338.80789,1063.436344,71521.65,1667.046503,7065.76819,9598.3,774.4667959,852.91,61318.35214,1524.402655,72923.70622
1,1,4,7773.332879,14975.4027,77013.11,78950.69403,1713.247642,72565.03,3432.397867,7408.071665,9775.11,7810.156089,4422.89,61795.19876,7122.369976,75197.26135
1,1,5,8086.932323,19077.63035,80686.16,80433.98103,49927.08642,91230.11,8664.310134,14499.07421,9345.73,21749.16487,14826.67,72312.80051,11358.28745,111183.9676
1,1,6,20036.00782,18637.74002,75912.46,78149.7723,21818.73861,73780.99,4640.826502,12003.83851,25072.38,14500.07239,9678.81,62827.24598,19712.04325,77198.50555
1,1,7,22995.27176,14915.76887,76001.64,78382.81336,4173.500689,72136.47,4514.649968,7081.43047,25351.45,4581.281462,2437.45,61785.68875,4104.122647,73789.81848
1,2,8,10442.06471,15066.24426,79241.14,80027.86087,3754.73155,73676.36,9901.004602,7272.529608,12332.63,3846.030697,3432.8,62145.75495,17996.86359,77382.64301
1,2,9,5942.654853,14948.49303,76294.35,78301.84069,1504.244762,72006.93,2448.081512,7253.644568,6962.56,3337.514388,4263.36,61495.84236,4192.516051,74383.59586
1,2,10,32564.51279,25788.33744,82520.22,81864.43575,58201.49854,104764.64,26010.49625,10454.4655,39117.92,12368.89784,6956.7,82744.15797,21106.55172,122872.2706
1,2,11,9013.924119,15024.47066,78351.47,79441.97908,3625.685179,73156.19,4274.601297,7199.399575,10449.92,4343.681854,2714.34,62588.3213,4416.669691,75651.446
1,2,12,7734.798045,14943.53858,78749.6,79713.94227,2470.305027,71865.87,5415.62157,6993.643735,9995.68,1449.158285,877.36,61494.68836,724.6081879,73042.55908
1,2,13,4557.37848,14961.95469,75060.61,77704.9435,1090.259053,71949.62,904.9344282,7061.638239,5487.94,1784.617906,1222.88,61405.51991,1329.996259,73682.75175
1,2,14,7740.767257,14980.46245,77848.73,79275.14592,4075.926584,73098.98,3222.754921,7242.432507,9718.89,4659.097442,3250.45,62641.54401,8274.14861,75540.68698
1,2,15,4026.49825,15020.50665,75909.98,78039.32752,1296.137882,72622,3196.871306,7588.88895,5260.7,3710.380711,3797.95,61619.34692,6179.782741,75755.09441
1,3,16,4164.661218,15065.26619,77536.45,78642.43463,11869.15428,75005.35,4877.555184,7856.778606,5083.19,11104.99863,5261.39,64443.68921,13137.45795,78406.58941
1,3,17,3928.469979,14833.39017,74793.78,77680.73244,1063.436344,71466.24,403.9963979,6959.698697,4810.13,774.4667959,382.96,61318.28377,249.9347987,72404.46926
1,3,18,10902.66269,14874.13199,75195.95,77962.4911,8590.219682,71911.99,521.9987406,9112.569402,11614.1,7243.742847,10026.68,61527.6972,5543.524509,73762.12299
1,3,19,8574.138568,15085.08394,77095.98,78715.6784,5422.903933,73595.51,2676.377797,8216.251286,9983.53,3984.491096,3589.05,62676.00975,5825.195212,77338.37463
1,3,20,16372.90016,14979.72488,77092.6,79306.43596,4186.027671,72336.84,1672.06064,7143.610375,20219.61,4552.541661,2918.13,62052.0399,1281.592221,74268.00745
1,3,21,3989.943885,15031.82831,75873.89,77977.72923,3084.758857,73099.26,2273.878762,7454.194767,4727.61,3723.380702,4736.9,62131.76662,6540.361188,76494.83629
1,3,22,11088.24447,14945.77781,75889.96,78047.56873,3237.614017,72892.33,2851.452887,7857.715036,12296.3,11514.64564,7545.89,62349.50042,10649.81123,75712.30078
1,3,23,4319.711976,14904.6536,74970.61,77705.77551,1063.436344,71795.9,839.7575144,7194.954293,5168.51,4475.328925,3970.95,61321.07635,1967.040433,73716.40522
1,4,24,14022.13093,15018.7027,76125.84,78009.09852,8298.879172,73451.82,3220.898295,7811.877902,15568.42,6086.385406,3684.63,62796.2133,6955.667677,76433.03481
1,4,25,17794.08587,14985.68857,77249.26,79096.83201,9005.037633,72961.03,2334.450699,14460.17689,19137.59,10589.54556,14665.81,62240.22546,5681.216525,75758.85668
1,4,26,13726.75027,14950.21699,77981.7,79527.9882,2545.377122,72436.24,5008.799143,12805.68746,15807.52,5351.364714,7061.9,61583.70431,7634.649305,75240.82221
1,4,27,3928.469979,14854.6126,74848.1,77730.54276,3963.340796,71548.13,403.9963979,6964.175155,4727.61,774.4667959,5677.94,61403.07866,249.9347987,72522.99586
1,4,28,3928.469979,22896.36421,76384.94,78326.16061,32732.88018,74809.24,5768.860569,23838.88987,4975.85,26987.52832,16407.54,64207.6879,14455.5831,102046.3587
1,4,29,48410.22143,26608.74909,81995.8,81701.90779,56650.67598,111195.31,12438.06687,13324.27316,65611.34,32135.18912,17892.41,84447.42772,6933.239718,121638.975
1,4,30,3928.469979,15054.29474,74863.48,77683.88982,5981.462949,73493.63,643.6177997,7261.887523,4727.61,5328.194036,2763.43,62888.72329,3950.98695,76302.04131
1,4,31,9492.80383,14939.68073,75199.69,77864.44527,9336.487387,72139.62,1463.887138,7221.150561,12665.61,5076.945613,6101.05,61919.92279,1833.183188,74123.98245
1,4,32,54195.83313,29456.70257,88415.34,83980.61478,66919.40419,111929.19,21492.12049,30523.00367,58956.3,34466.19935,17595.29,90052.38349,24467.2341,143670.1139
1,4,33,36398.73872,15033.97459,78698.82,79943.77203,12152.71809,73582.93,12469.33117,7283.077044,41375.26,7772.556014,4680.75,63319.87344,4865.859039,75919.37017
1,4,34,3928.469979,14902.21724,74895.95,77682.34302,1230.964715,71756.45,1184.873764,7100.918921,4922.13,2263.613149,1671.91,61318.74136,2183.441416,73555.65846
1,4,35,9629.855714,14916.65214,78026.98,79628.67199,24039.94935,72564.68,9609.236738,7179.488683,17656.84,2746.026477,2749.45,62308.94327,3351.682877,74758.58779
1,4,36,5916.07818,15058.07499,76160.53,78166.13118,7987.622798,74300.72,1812.514717,14166.51981,7303.15,9150.37145,10352.4,63129.61978,14499.50974,79798.16275
1,4,37,9553.425957,27028.21574,78659.27,79047.41212,10825.62725,74339.39,7489.38555,8861.073028,11688.23,11890.08877,3462.54,63007.61357,11603.68647,84475.84572
1,5,38,16016.89651,22101.08658,81313.95,81171.88194,25351.30752,77172.05,12205.72985,19221.67359,18211.85,16695.34369,16688.08,65686.08167,24270.11329,118142.2883
1,5,39,5539.980482,14963.06706,75582.91,77893.60105,18260.93129,73069.14,1932.953703,8092.21322,6879.04,11449.07683,8526.85,62528.05818,9327.585292,76430.15892
1,5,40,28837.96604,15284.31623,78492.35,79588.63527,10776.38882,73399.53,5712.926226,14709.56313,33536.03,11895.12251,9356.46,62389.9452,11417.05174,76861.66817
1,5,41,3993.125913,23144.19194,76070.08,77935.08458,50948.36934,101751.69,5623.960526,18783.96226,4878.1,25334.10987,18080.49,75089.15298,25541.55626,154138.9561
1,5,42,8560.428986,14833.39018,74877.42,77753.60049,1063.436344,71466.24,403.9963979,6959.698697,9927.18,774.4667959,381.77,61318.32664,249.9347987,72404.62316
1,5,43,3928.469979,14995.00914,74805.54,77681.35797,1144.874485,72704.16,540.1735294,13714.1579,4727.61,4618.980502,5307.19,61511.88917,12132.14429,76752.16244
1,5,44,3928.469979,14835.07098,74793.73,77680.68344,1063.436344,71468.96,403.9963979,6989.871019,4727.61,774.4667959,2073.76,61318.28803,249.9347987,72534.47729
1,5,45,3928.469979,16255.08614,74827.99,77682.52519,48950.87929,81487.11,430.6042126,26948.99538,4727.61,39099.88476,56912.39,68550.41914,9113.110326,96739.04263
1,5,46,3928.469979,14867.37878,74795.36,77682.22452,1063.436344,71593.97,403.9963979,7134.762424,4727.61,774.4667959,1112.53,61318.29691,699.0346963,73347.93024
1,5,47,3928.469979,14926.0077,75351.68,77694.72671,1939.888772,71965.42,4673.062767,7095.140446,4727.61,2079.786737,1563.3,61484.562,5052.890272,73845.47958
1,6,48,4380.956074,15075.90987,76920.46,78374.98061,5391.076926,74286.38,3999.98278,12979.19559,5354.42,7651.147577,8015.11,62602.20851,18160.2218,78912.66351
1,6,49,82195.60076,17547.26112,79751.76,80980.0667,29197.28007,73515.61,9075.602,10482.38916,100729.1,9191.050849,6184.47,63070.24896,7937.120718,76282.74928
1,6,50,3928.469979,14855.40745,74793.88,77680.72788,1063.436344,71608.74,403.9963979,6991.351533,4727.61,1276.865768,566.07,61318.33438,1987.824959,72792.32628
1,6,51,11836.12905,15212.34367,82111.62,81076.35188,15673.43829,76452.76,8210.486506,8926.982993,13521.15,7445.689179,4708.68,65950.228,4858.96547,80378.52688
1,6,52,3928.469979,14841.78945,74794.39,77681.04665,1109.42614,71478.45,454.3888316,6959.698697,4733.89,774.4667959,381.77,61318.58236,249.9347987,72426.70636
1,6,53,11180.76407,14989.61299,79041.37,80076.63243,10125.20196,73262.89,5282.501652,9554.37612,15042.96,8202.231458,5199.95,62605.05989,8753.954751,76002.87475
1,6,54,5138.156508,17606.70384,78225.03,79312.51505,22953.04065,74919.33,10878.5288,11071.19371,6563.97,19106.9177,10131.59,63681.45517,13602.72128,79437.80951
1,7,55,4917.274606,14916.31343,75826.7,77977.7893,1805.579782,71930.72,3624.251388,18865.37672,5980.83,6304.633579,10464.54,61375.13548,4316.848621,74536.09229
1,7,56,46828.45814,14999.8004,81298.99,81643.65061,57993.00781,96326.44,8325.918836,16355.18258,67399.49,25824.08627,25186.24,80959.87384,9267.937054,115092.8404
1,7,57,8934.470235,15046.94388,79762.48,80426.1095,19178.38406,73938.87,7249.446234,9280.266803,10829.96,10882.11193,9362.23,63325.43184,5919.595534,77625.67981
1,7,58,5334.960581,15015.23698,75898.82,77918.74822,15900.015,74050.95,2562.694588,8853.614002,6498.8,11140.68115,5721.61,63863.40294,3363.188267,76577.29197
1,7,59,4355.188078,15046.29105,76044.43,78113.74056,1065.030977,72549.34,2177.722066,7975.270335,5809.81,3126.316691,3306.47,61477.84682,5588.501497,75689.92487
1,7,60,4231.810393,15032.77442,77587.82,79330.20291,28719.15034,74266.25,6352.787826,10774.56479,6033.34,19548.91879,18383.42,63264.86957,16977.31322,78726.61403
1,7,61,17930.56739,15219.43939,78019.92,79240.24396,13413.86917,74510.03,6890.586271,11805.65165,20009.96,15678.65797,6966.17,63713.06347,22097.56237,83905.3485
1,7,62,14093.90899,15030.3046,79121.3,80396.91108,17316.94517,74152.94,3308.109229,16519.71227,19113.66,13863.99194,9641.55,63593.67156,7277.379849,77637.58471
1,7,63,11805.88086,14842.89961,76237.52,78571.07221,1125.28736,71485.75,2172.243453,6963.574937,12587.8,790.6662732,454.24,61318.29069,530.3199904,72493.81766
1,7,64,11054.87918,15000.76363,76797.82,78831.50741,1305.34365,72483.25,1771.716923,8217.027953,13462.81,3553.212768,3607.44,61607.56661,5355.523928,76146.68736
1,8,65,23856.0825,22992.26392,79566.23,80410.14365,47696.96303,96188.16,8092.677486,24547.87537,25957.32,30195.53149,20497.92,68006.63934,29439.30302,151077.2877
1,8,66,13086.1018,15023.55763,75890.76,78455.80332,4083.363673,72685.09,1082.595742,7312.422969,15066.57,5356.519195,4319.57,62259.05491,1226.190762,74820.69711
1,8,67,37604.40676,16314.47735,79712.92,80319.80376,32512.13698,74237.87,8638.510714,19665.91746,44371.92,16326.24693,15378,63464.41847,15301.46181,92410.70812
1,8,68,19623.10133,14958.90299,78180.72,79458.89063,9734.085174,72851.98,7082.399418,7189.777698,22221.7,11384.19605,7753.73,62481.64788,5547.120081,75244.75954
1,8,69,3928.469979,14888.66381,74794.71,77680.94782,1154.903423,71573.72,513.7626753,7022.025183,4994.63,1206.360217,1148.52,61318.29529,479.1766432,72764.94368
1,8,70,22317.31266,14983.54425,78833.21,79878.81208,9450.863463,72657.39,4915.920885,7099.191699,27148,3169.498482,2386.55,62423.56092,1969.632698,74364.58477
1,8,71,8895.356117,15758.66519,75737.4,78170.5223,10336.15537,72448.05,3027.791927,7929.639328,11212.67,18033.43528,16291.21,62050.48121,6353.892801,74593.79233
1,8,72,3928.469979,15678.41869,75374.64,77743.58709,7919.056187,73927.62,1267.890766,10227.60977,4727.61,8299.629106,7892.28,62824.99513,9964.863835,77733.95175
1,8,73,15187.42056,14983.66266,76535.38,78965.64784,1186.889058,72303.58,1032.96735,7206.082746,18683.88,1791.057506,1615.86,61448.21501,7756.686376,74638.51804
1,8,74,6320.317766,21671.3048,79752.47,79997.95939,33799.43621,79020.55,11561.66594,11754.69318,8265.18,21157.13252,13568.29,64098.15284,18980.3557,100021.2831
1,8,75,3928.469979,15014.0429,75410.71,77728.25761,1063.436344,73018.79,4009.394481,7411.552535,4727.61,2550.567029,1627.37,61541.16998,14270.38169,76482.02675
1,8,76,4028.949347,15176.84849,78463.39,79214.48606,12169.0471,75345.66,5129.818194,11977.65043,5058.75,12741.97899,12285.39,63758.52998,12724.45725,81051.84139
1,8,77,10237.76863,14988.85861,75922.84,78438.70526,7356.163401,72425.03,1571.00378,7223.736718,12235.32,4354.947585,3968.93,61994.31364,2619.790068,74636.3252
1,9,78,12352.75062,14927.40508,77893.27,79359.63505,3086.859268,72012.12,3670.534574,7107.784316,14766.81,4117.045427,2047.05,61575.42204,2936.051243,73948.22364
1,9,79,3928.469979,14850.2189,74793.82,77680.72776,1063.436344,71491.23,417.0493894,6966.465018,4727.61,774.4667959,516.52,61318.28482,254.2270176,72472.70701
1,9,80,20528.53933,14917.8362,75647.01,78257.9052,1104.784344,72334.01,1330.96335,10076.61132,23456.38,4981.373518,3000.62,61339.64918,8665.944275,75139.11169
1,9,81,4665.212071,14930.96595,75166.05,78008.79726,7023.877666,72391.87,403.9963979,14504.77502,7915.75,6529.692843,10048.12,61799.08189,5003.402189,75372.07378
1,9,82,5017.979182,21299.45829,76431.42,78477.25806,20736.96824,73646.87,2906.440729,17677.44316,10274.95,22634.83824,15978.94,63121.17175,3946.706814,76586.4034
1,9,83,3928.469979,14946.40179,74797.39,77683.72091,1063.436344,71974.18,403.9963979,7294.848109,4727.61,1634.483939,1958.69,61319.48155,1958.296683,74420.66559
1,10,84,38328.43732,15151.60341,81931.92,81274.8235,11350.49533,75585.68,7272.563949,9118.428419,40410.66,7060.746713,5339.33,64839.21759,9363.833668,79595.68859
1,10,85,16788.73799,14912.58469,76548.18,78612.8543,6276.032118,72785.89,3718.501307,7094.345365,17438.89,1197.733328,409.65,61835.70435,7478.710857,75251.65833
1,10,86,8385.960459,14955.81608,77163.98,79271.25706,4514.504363,72697.74,1278.074043,7167.084476,11280.55,2465.97492,2431.25,62155.08492,3273.945621,74728.58113
1,10,87,35193.44041,14933.64657,77749.97,79286.76516,22327.05761,72754.23,13429.37842,11466.59154,45751.98,16540.05537,13314.86,62146.89256,15111.97295,74948.53082
1,10,88,29421.83272,15417.9466,76340.05,78578.31739,8250.784729,72593.82,7668.867361,7365.545568,39311.18,6402.719715,3464.68,61800.80035,14453.34333,74904.72247
1,10,89,18256.0234,14968.96739,77452.93,79282.99695,7131.130412,72901.51,1980.526756,7269.205641,20101.16,5921.776032,3992.11,62772.51667,2553.110929,75378.8805
1,10,90,10979.68324,15035.09264,77679.89,79151.31327,32572.96183,74257.05,9718.406315,11471.64084,14558.95,14577.12004,11526.03,63471.80687,8448.735683,82432.31072
1,11,91,8327.938137,15065.27636,76382.29,78758.98644,9554.557239,74405.51,609.8524174,7787.024947,14833.78,5157.15301,4395.95,64331.67078,3663.361619,77512.48173
1,11,92,18403.80147,15895.22387,78295.15,79725.53723,10169.69315,74816.2,2589.697217,7934.068442,20988.64,8284.457364,4920.41,64639.49972,2480.291448,77795.72764
1,11,93,3928.469979,15006.94364,75072.94,77698.8882,1063.436344,72205.32,822.3247497,7217.235062,4727.61,1680.341954,1742.18,61371.51412,2638.917284,74886.12097
1,11,94,16933.00667,14907.17411,76833.88,78977.62141,1360.801519,71830.57,3482.292078,7095.12411,21436.87,2520.491084,1963.99,61388.68566,4624.687557,73464.72955
1,11,95,7053.11544,22743.99409,78317.34,79464.03144,13959.10517,75171.53,7291.182295,14740.2656,8762.24,17969.31842,14524.33,63593.81347,11497.05757,82017.51339
1,11,96,9218.917125,14932.97381,76544.69,78843.04861,2311.182245,72053.78,1492.529134,7133.749629,11280.13,1629.33075,1904.49,61613.32518,3677.25833,74214.30006
1,11,97,10117.35947,14912.73281,76604.99,78989.26906,8757.873599,72696.66,1251.229806,14010.48921,12971.37,17133.13763,14569.13,62357.74921,7979.074038,75241.26094
1,11,98,15608.80093,24805.34219,84728.05,83034.50042,50373.21057,103902.21,18829.50589,18829.26075,20439.88,20830.79009,12488.18,74899.74147,29635.23122,143608.2071
1,11,99,11965.09832,15125.25345,77409.68,78823.05272,5473.120671,73918.09,3882.620146,7847.772518,13839.1,7493.734845,5958.88,63081.36972,6129.518462,77550.28191
1,11,100,8679.645653,14989.74612,76312.38,78513.67745,9772.025624,72780.17,3662.745864,7175.412229,10357.84,10365.44503,4878.9,62409.09048,4967.733144,74937.3504
1,11,101,13451.68485,14969.55694,79916.5,81031.55624,2397.705481,72655.69,4657.015964,7106.687191,18719.2,2909.64741,946.2,61933.36789,9963.853911,75093.28061
1,11,102,6285.221303,15015.87671,76933.2,78480.89589,1798.823428,72858.14,4547.024193,7465.859993,7441.27,4091.081221,2944.71,61812.29242,6830.227079,75641.55054
1,12,103,3928.469979,14905.05266,74900.59,77720.25,1079.996936,72271.53,911.8697473,11536.42248,4727.61,15820.19623,11296.29,61349.61068,13951.93289,75104.35696
1,12,104,131182.4148,28229.2022,101054.56,80837.39114,36474.4595,75220.11,15174.21117,27930.49052,182084.68,39291.27828,27716.04,63414.27421,46457.94963,142745.9494
1,12,105,4624.216844,15013.63965,76281.91,78373.71857,2250.061093,73333.69,2200.286879,10455.52217,5903.31,9725.588462,9730.75,62550.94818,6947.721829,76989.22712
1,12,106,3928.469979,14985.46605,75545.96,77838.32704,1737.079375,73014.72,2964.386902,7346.472567,4727.61,2204.452765,2041.62,61519.81978,9069.024721,76607.65443
1,12,107,7247.468138,15128.49386,75120.64,77836.06684,1324.255744,73104.69,763.9790353,7116.623066,8527.08,2176.360165,965.31,61643.31798,3013.468647,75386.17563
1,12,108,3928.469979,14990.26854,74867.42,77689.04224,7009.831862,72750.53,783.3351256,13505.6208,4727.61,10458.26788,10982.17,62016.52535,3660.718422,76725.58248
1,12,109,18504.16415,15017.64964,80767.72,81312.64583,13179.02037,74242.49,4985.467253,14585.82974,22406.93,11042.11774,11590.33,62988.27165,14303.79275,82784.79874
1,12,110,3928.469979,14845.57625,74848.19,77726.75747,1063.436344,71493.73,403.9963979,7169.51154,4727.65,774.4667959,2172.15,61324.61334,406.0036561,73303.09778
1,12,111,18248.1719,14982.90841,78803.92,80314.86596,13764.55132,73485.93,4885.865299,7263.023647,22321.59,7653.45314,6141.9,63450.73174,8235.93519,76156.57576
1,12,112,3928.469979,15071.70168,75803.96,78035.12593,8535.730822,73825.34,2868.080821,8028.570456,4727.61,8947.790702,4580.15,62489.37057,4817.94426,77762.33999
1,12,113,6066.147406,14895.41137,74800.84,77686.35836,1063.436344,71693.83,403.9963979,8455.290368,6888.99,4248.44663,3931.15,61321.13058,960.1090429,73533.71239
1,12,114,15292.09842,14913.35659,76751.67,78718.26481,7440.667978,72500.34,3043.831032,8282.550681,19099.96,5597.373668,8466.29,61814.64588,9335.93952,75762.35384
1,12,115,11548.294,15063.76902,76103.03,78603.91258,3391.27769,72521.8,1280.809104,7212.603611,13796.52,5953.069973,2957.04,61793.84035,1217.16044,74529.88443
1,12,116,21282.09565,14920.21437,75392.42,78028.88617,3063.609101,72171.73,855.0938274,7249.247466,29732.96,6098.068305,4509.32,61600.41898,5007.268438,74923.96773
1,12,117,10525.26071,14957.61987,78852.66,80301.11595,3549.650799,72801.06,2968.395446,7230.53434,14091.94,2646.266059,2680,62661.14975,2241.526558,75441.72232
1,13,118,12633.49193,15480.89265,78784.28,79663.63807,9761.53195,73922.04,6086.513673,16017.49785,14991.19,12832.11659,13050.07,63009.6374,17672.88636,77961.44647
1,13,119,19019.81529,14984.31283,76400.45,78489.33829,5452.900927,72352.78,5003.108312,13438.77478,20654.32,7382.142909,7674.73,61671.91776,7973.589811,74391.93194
1,13,120,3928.469979,14901.25951,74904.83,77689.62601,8899.066309,72166.23,824.2928766,7687.078672,4727.61,9590.201478,10093.9,62042.28943,1533.314249,74197.07158
1,13,121,19511.46746,14914.35352,76478.74,78794.40746,1426.96184,71828.96,2252.530824,7134.498524,22454.87,777.1462256,1475.74,61360.50026,3978.512111,73870.67917
1,13,122,18718.54301,14965.67378,77472.63,79066.8978,1181.082832,72068.28,3246.2719,7170.807193,20129.42,1995.49169,1514.52,61401.68272,5089.739107,74352.17402
1,13,123,10166.39127,14890.07792,75077.64,77760.79364,17466.42453,72068.88,4070.822045,7078.485146,14203,29475.40237,17473.18,61815.23389,3433.207658,73581.3227
1,13,124,15285.20146,18198.03232,79249.78,80107.98421,17880.37868,75188.01,4416.41658,12753.97467,19190.61,14180.40552,9701.9,63856.60488,16444.43506,80205.16361
1,13,125,4409.121256,14953.74746,75336.15,78026.97736,8686.028168,72406.55,815.6714228,8961.632296,5471.24,8375.432867,9736.17,62056.96849,3042.633711,75346.07716
1,13,126,3928.469979,14852.44261,74793.93,77680.83891,1136.697514,71502.63,454.6121742,7028.713494,4959.23,933.4326419,1553.26,61318.29085,625.5668667,72722.21745
1,14,127,106584.8916,29264.5326,92277.79,81166.53046,80913.5017,132974.84,13633.54384,26674.63428,152245.55,59236.07044,55757.58,108362.1863,20160.46048,141568.6888
1,14,128,5101.750381,14855.49929,75021.05,77696.58034,2953.416524,71525.81,3252.898558,6987.232185,5694.87,1940.264089,2899.19,61356.20684,1411.914305,72626.70306
1,14,129,6996.180039,14862.39184,75031.32,77859.87901,1179.675577,71511.05,723.5105148,7001.011984,8813.86,774.4667959,381.77,61318.32044,249.9347987,72620.56585
1,14,130,13817.49012,15053.59623,78929.21,80076.72439,18900.27823,73276.57,6172.255716,7493.993946,17834.29,15536.27232,8534.95,63197.31501,2008.269174,75347.15965
1,14,131,5541.030855,14925.67022,76010.31,78300.77173,4867.237616,72803.75,1102.5413,7327.971359,6391.77,2080.749584,3542.88,62905.99809,528.0551992,74885.41028
1,14,132,3928.469979,14914.29022,74801.8,77683.28358,1063.436344,71795.72,403.9963979,7240.770178,4732.31,1933.121692,2320.17,61356.0661,1152.028976,73741.07382
1,14,133,19171.92483,15081.31426,80986.92,80835.52893,28943.74134,74641.68,7243.782391,7264.495752,22050.48,10123.37796,5575.7,64513.97687,3028.912305,77065.75654
1,14,134,23116.08127,20815.95974,85932.97,83607.23595,34714.02719,91964.16,23746.93053,13902.48749,27384.35,14398.84217,6988.05,66921.24585,18229.52004,119673.948
1,14,135,13587.71341,15103.47876,78059.78,79259.85035,8997.205804,74518,3450.892039,9639.658381,16055.15,7147.232461,6203.55,63701.03418,8892.956987,77934.36652
1,14,136,3928.469979,14876.35927,74794.19,77680.90309,1063.436344,71840.77,403.9963979,7062.706635,4727.61,6185.421623,4752.28,61324.17547,5484.042576,73410.27134
1,15,137,84703.62396,14990.66531,79078.71,80412.70908,13308.61888,73005.16,4973.339434,7122.886909,103839.04,7469.704717,5197.71,62889.21517,1679.740543,74759.04248
1,15,138,28574.04028,21528.58842,81122.48,81064.85777,16605.46948,74868.26,6387.08794,10443.23414,39841.02,13946.55209,3833.94,63741.66848,12291.996,79583.81791
1,15,139,6782.539618,15055.87268,76552.76,78614.5055,4721.47061,73340.36,1965.17686,8322.532496,8963.71,5401.475215,4825.37,62615.96389,5386.118091,76366.2044
1,15,140,4784.747045,14898.42818,75428,77966.32964,2977.270107,72067.35,1291.48152,7108.024895,6178.61,6645.326218,2496.44,61745.38675,6063.941734,73743.34826
1,15,141,5122.965865,15027.40238,75087.95,77726.9757,1093.699245,72403.51,1351.573773,7274.034704,6176.97,3464.160108,2960.19,61348.77477,3879.866218,75052.19796
1,15,142,3928.469979,14833.80381,74793.76,77680.71611,1083.213192,71538.89,403.9963979,6985.689546,4727.61,774.4667959,419.58,61335.07804,2149.364755,73138.00972
1,15,143,26840.06169,14891.3725,76373.07,78644.43863,8278.376654,72292.42,1723.320056,6959.995823,34768.27,1839.037424,687.74,62483.70994,249.9347987,73336.21313
1,15,144,12813.68944,14912.83648,78714.95,79895.04425,1957.165141,71883.79,5713.676509,7005.660473,15964.37,774.4667959,487.26,61617.75411,1333.863058,73244.19472
1,15,145,3928.469979,17652.12858,75403.92,77692.86122,19714.56631,74541.3,1591.950767,17343.52256,4727.61,23323.15565,19501.37,63346.97106,15602.5915,78930.41678
1,15,146,6007.054981,14974.11559,75342.8,77964.40209,1086.593335,72238.47,1086.917411,7281.182411,8546.39,1654.932671,2456.34,61611.65091,2072.332689,74409.08332
1,15,147,5766.469737,14846.30056,74877.68,77746.0805,1254.535947,71504.12,403.9963979,9557.943011,6350.01,6108.922832,26838.78,61344.66867,249.9347987,72575.60807
1,15,148,27669.67823,15024.48405,75677.2,78181.83043,1137.559245,72408.64,1476.083317,7336.135225,29295.58,3319.16939,2544.28,61367.71199,6787.465077,75690.76161
1,15,149,20443.06689,18091.66294,77928.14,79453.16143,18193.26826,74106.22,6356.458229,9138.662736,34482.12,8148.039384,3760.36,62676.47551,13873.49094,79936.12728
1,15,150,9932.113424,14981.92438,75810.53,78195.34819,11430.66974,72984.06,3327.756582,7276.309405,11729.66,12294.21068,11145.03,62907.97023,2065.175559,75294.14173
1,16,151,4275.398454,14835.66325,74804.79,77687.49755,1083.324671,71469.79,412.0617464,6959.755718,5819.36,774.4667959,381.77,61318.33209,1668.628316,72452.79274
1,16,152,3928.469979,14940.89244,75766.95,78064.88641,1650.136257,72474.02,2615.808071,7255.025961,4727.61,11294.36255,4788.94,61574.02535,9823.413675,75482.78823
1,16,153,18005.6737,14965.06404,77681.17,79181.47132,8924.02831,72544.81,3307.15726,7165.143675,22271.74,7463.172015,4487.39,62306.49624,3053.210254,74789.57118
1,16,154,21364.17038,14947.25101,76462.97,78516.90883,4222.021313,72736.15,4025.838506,11086.40622,24047.72,7214.612544,3411.64,61797.73679,9686.336299,75648.43836
1,16,155,4202.409966,14833.92276,74825.03,77691.51355,1063.436344,71479.97,403.9963979,6971.706459,4877.68,774.4667959,381.77,61318.29809,379.3581491,72602.58784
1,16,156,6493.560061,19862.95276,77306.3,78727.52427,18270.02112,75617.47,6115.832367,11162.59186,8375.84,11740.37414,8983.54,64287.04049,14315.66041,79680.36115
1,16,157,14210.55676,15058.70102,77461.37,79195.16682,4886.994442,73572.69,6461.064331,8388.425829,19196.13,6957.497052,5199.37,62858.22261,8687.063085,77126.50409
1,16,158,10024.94836,15045.81651,80257.46,80633.95033,12599.99616,74599.07,5495.578349,8375.828113,13236.32,7881.413711,7149.91,64415.68535,3460.297478,77799.83911
1,16,159,3928.469979,15013.74301,75531.94,77944.85384,1063.436344,72411.44,1601.263222,8605.290523,4727.61,3255.000416,3644.83,61369.21758,4022.266964,76078.5829
1,16,160,4373.937519,14954.82342,75694.79,78040.66094,1729.736138,72275.1,2594.128473,7140.878228,5260.6,1810.434161,2026.3,61916.26681,1151.595236,74029.08389
1,16,161,9946.076795,14914.11724,76249.81,78720.06209,8020.756969,72643.28,1153.634146,7155.919757,17812.35,3950.995687,2225.31,62454.50669,3735.103943,74928.90549
1,17,162,23854.86313,14983.71783,77571.3,79255.60326,9075.359191,73598.29,14024.84643,9255.32816,25837.06,8752.41248,5324.37,62622.52123,12760.38146,77666.06841
